Item Name,Category,Visibility,Shipping Enabled,Description,Option 1 Name,Option 1 Value,Option 2 Name,Option 2 Value,SKU,Price,Original Variation ID
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Forest,Size,XL,68F80F9C3BB49_22976,62.0,FB3Q25MLJIT3CO5YAGHDVGEM
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Forest,Size,2XL,68F80F9C3BB49_22978,63.0,TOAOAKA7AA4IVJ5L4HCMMBBX
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Forest,Size,3XL,68F80F9C3BB49_22980,64.0,PMGYJW5GF5XQZTSZF4PFC6N2
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Vintage Brown,Size,S,68F80F9C3BB49_22999,58.0,VJUEQ4HOGYXDXEBIHNQ2CKWB
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Vintage Brown,Size,M,68F80F9C3BB49_23000,60.0,HPPL45PG4PI4CI7CZ3QXZBN5
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Vintage Brown,Size,L,68F80F9C3BB49_23001,61.0,7FRKE3OOPO4CRRR2NILDBL7I
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Vintage Brown,Size,XL,68F80F9C3BB49_23002,62.0,EOENB67DHUSXFNLIALSM3PCF
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Vintage Brown,Size,2XL,68F80F9C3BB49_23003,63.0,Y7YFGUSRIVIKSHWGEOURBLDX
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,Vintage Brown,Size,3XL,68F80F9C3BB49_23004,64.0,E67S6PG4JPNR2ACAX3T7UFRF
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,White,Size,S,68F80F9C3BB49_23005,58.0,367JHG32QVWWWIRA7OM36HAQ
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,White,Size,M,68F80F9C3BB49_23006,60.0,QEBEB6CVBCRLODFWRZDHWCXF
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,White,Size,L,68F80F9C3BB49_23007,61.0,5QC5V4YD2YWHGDXYX5CECGL7
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,White,Size,XL,68F80F9C3BB49_23008,62.0,QSVWKUD4IPJKV6NVCTMUQ6K6
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,White,Size,2XL,68F80F9C3BB49_23009,63.0,RIPFODLBJAMAB6K7TEEBOA3V
BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie,,visible,Y,"Wrap yourself in grounded comfort. The BONSAID “Rooted Resilience” Oversized Heavyweight Hoodie is where craftsmanship meets calm — soft, thick, and built for those who move slow but think fast. The bonsai emblem, rooted in Idaho stone, symbolizes balance, patience, and growth. Printed in vibrant DTFlex ink, every curve and contour feels alive — bold against the heavyweight fleece that drapes with structure and warmth. This isn’t just a hoodie; it’s a statement in stillness. Details: • Oversized fit — relaxed, gender-neutral, and ultra-cozy • 10 oz (339 g/m²) Airlume cotton/poly fleece blend • Brushed fleece interior for premium softness • Double-layered hood (no drawcords — clean silhouette) • Spacious front pocket • Print: high-fidelity DTFlex color for long-lasting vibrance • Fabric sourced responsibly from Nicaragua Style Note: Pairs perfectly with minimalist streetwear or earth-tone basics. Designed for days when you want to disappear into comfort but still make an impression.",Color,White,Size,3XL,68F80F9C3BB49_23010,64.0,MGWMXF57OBYGLBK3XSTABGLK
BONSAID “Rooted Resilience” Trucker Cap — Richardson 112 Edition,Apparel,visible,Y,"Rooted in balance, built for everyday wear. The BONSAID Richardson 112 brings your mindset to the surface — strength, patience, and grounded growth stitched into a premium two-tone trucker. Each cap features a bold embroidery of the BONSAID bonsai growing from the Idaho rock silhouette — simplified and digitized for precision stitching. It’s clean, modern, and perfectly offset on the front panel for that subtle statement look. Details • Premium Richardson 112 Trucker — mid-profile structured fit • 60% cotton / 40% polyester twill front, mesh back • 6-panel design, pre-curved visor, adjustable snapback • Offset embroidery front logo, up to 6 thread colors • Breathable mesh keeps it cool and comfortable all day Whether you’re repping your roots or just vibing with the calm energy of bonsai culture — this hat is about staying steady, sharp, and grounded.",Size,Black,,,68F8663806807_11417,28.5,3322JBHD3A4V5ZT7KL5GDFWX
BONSAID “Rooted Resilience” Trucker Cap — Richardson 112 Edition,Apparel,visible,Y,"Rooted in balance, built for everyday wear. The BONSAID Richardson 112 brings your mindset to the surface — strength, patience, and grounded growth stitched into a premium two-tone trucker. Each cap features a bold embroidery of the BONSAID bonsai growing from the Idaho rock silhouette — simplified and digitized for precision stitching. It’s clean, modern, and perfectly offset on the front panel for that subtle statement look. Details • Premium Richardson 112 Trucker — mid-profile structured fit • 60% cotton / 40% polyester twill front, mesh back • 6-panel design, pre-curved visor, adjustable snapback • Offset embroidery front logo, up to 6 thread colors • Breathable mesh keeps it cool and comfortable all day Whether you’re repping your roots or just vibing with the calm energy of bonsai culture — this hat is about staying steady, sharp, and grounded.",Size,Black / Charcoal,,,68F8663806807_16711,28.5,QI34DZZLW2HF44ASZLED7MD7
BONSAID “Rooted Resilience” Trucker Cap — Richardson 112 Edition,Apparel,visible,Y,"Rooted in balance, built for everyday wear. The BONSAID Richardson 112 brings your mindset to the surface — strength, patience, and grounded growth stitched into a premium two-tone trucker. Each cap features a bold embroidery of the BONSAID bonsai growing from the Idaho rock silhouette — simplified and digitized for precision stitching. It’s clean, modern, and perfectly offset on the front panel for that subtle statement look. Details • Premium Richardson 112 Trucker — mid-profile structured fit • 60% cotton / 40% polyester twill front, mesh back • 6-panel design, pre-curved visor, adjustable snapback • Offset embroidery front logo, up to 6 thread colors • Breathable mesh keeps it cool and comfortable all day Whether you’re repping your roots or just vibing with the calm energy of bonsai culture — this hat is about staying steady, sharp, and grounded.",Size,Black / White,,,68F8663806807_11420,28.5,TLYUAQBRLJQ4V3MZ4MGJTUJN
BONSAID “Rooted Resilience” Trucker Cap — Richardson 112 Edition,Apparel,visible,Y,"Rooted in balance, built for everyday wear. The BONSAID Richardson 112 brings your mindset to the surface — strength, patience, and grounded growth stitched into a premium two-tone trucker. Each cap features a bold embroidery of the BONSAID bonsai growing from the Idaho rock silhouette — simplified and digitized for precision stitching. It’s clean, modern, and perfectly offset on the front panel for that subtle statement look. Details • Premium Richardson 112 Trucker — mid-profile structured fit • 60% cotton / 40% polyester twill front, mesh back • 6-panel design, pre-curved visor, adjustable snapback • Offset embroidery front logo, up to 6 thread colors • Breathable mesh keeps it cool and comfortable all day Whether you’re repping your roots or just vibing with the calm energy of bonsai culture — this hat is about staying steady, sharp, and grounded.",Size,Charcoal/Black,,,68F8663806807_16713,28.5,76ZQZJN6AMZKBLEVG5M62QC2
BONSAID “Rooted Resilience” Trucker Cap — Richardson 112 Edition,Apparel,visible,Y,"Rooted in balance, built for everyday wear. The BONSAID Richardson 112 brings your mindset to the surface — strength, patience, and grounded growth stitched into a premium two-tone trucker. Each cap features a bold embroidery of the BONSAID bonsai growing from the Idaho rock silhouette — simplified and digitized for precision stitching. It’s clean, modern, and perfectly offset on the front panel for that subtle statement look. Details • Premium Richardson 112 Trucker — mid-profile structured fit • 60% cotton / 40% polyester twill front, mesh back • 6-panel design, pre-curved visor, adjustable snapback • Offset embroidery front logo, up to 6 thread colors • Breathable mesh keeps it cool and comfortable all day Whether you’re repping your roots or just vibing with the calm energy of bonsai culture — this hat is about staying steady, sharp, and grounded.",Size,Heather Grey / Black,,,68F8663806807_11421,28.5,7EHSQZTLCAQFFMQYONLPYVXE
BONSAID “Rooted Resilience” Trucker Cap — Richardson 112 Edition,Apparel,visible,Y,"Rooted in balance, built for everyday wear. The BONSAID Richardson 112 brings your mindset to the surface — strength, patience, and grounded growth stitched into a premium two-tone trucker. Each cap features a bold embroidery of the BONSAID bonsai growing from the Idaho rock silhouette — simplified and digitized for precision stitching. It’s clean, modern, and perfectly offset on the front panel for that subtle statement look. Details • Premium Richardson 112 Trucker — mid-profile structured fit • 60% cotton / 40% polyester twill front, mesh back • 6-panel design, pre-curved visor, adjustable snapback • Offset embroidery front logo, up to 6 thread colors • Breathable mesh keeps it cool and comfortable all day Whether you’re repping your roots or just vibing with the calm energy of bonsai culture — this hat is about staying steady, sharp, and grounded.",Size,Heather Grey/White,,,68F8663806807_16712,28.5,OVRQQFLQLV7UDTI2TR7XU5MA
BONSAID “Rooted Resilience” Trucker Cap — Richardson 112 Edition,Apparel,visible,Y,"Rooted in balance, built for everyday wear. The BONSAID Richardson 112 brings your mindset to the surface — strength, patience, and grounded growth stitched into a premium two-tone trucker. Each cap features a bold embroidery of the BONSAID bonsai growing from the Idaho rock silhouette — simplified and digitized for precision stitching. It’s clean, modern, and perfectly offset on the front panel for that subtle statement look. Details • Premium Richardson 112 Trucker — mid-profile structured fit • 60% cotton / 40% polyester twill front, mesh back • 6-panel design, pre-curved visor, adjustable snapback • Offset embroidery front logo, up to 6 thread colors • Breathable mesh keeps it cool and comfortable all day Whether you’re repping your roots or just vibing with the calm energy of bonsai culture — this hat is about staying steady, sharp, and grounded.",Size,Loden,,,68F8663806807_11418,28.5,JT4BWUQATD5EWJZYJCMNSOKF
Bubble-free stickers,,visible,Y,"Where grounding meets growth. Inspired by the rugged spirit of Idaho and the quiet strength of a well-trained bonsai, the Bonsaid sticker brings a striking visual balance of nature, patience, and power. Designed to look like a carved monolith with golden emboss, this original artwork turns your gear into a quiet rebellion — serene, but not soft. Stick it on your board, laptop, water bottle, or journal — wherever balance and chaos coexist. Features 🌲 Original Artwork – Idaho state silhouette with deep-rooted bonsai in earthy tones ✨ Durable Vinyl – Scratch-resistant, weatherproof finish 💨 Bubble-Free Application – Easy peel & stick with high-opacity backing 📏 95µ Density – Feels premium, not flimsy 🌍 Eco-Friendly Print – Made to order, less waste Tip: Wipe down the surface before applying for best results. This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",Size,3″×3″,,,69389266C0D50_10163,3.0,EBZWTFXQ6AWW6XQZ7IY7DVEZ
Bubble-free stickers,,visible,Y,"Where grounding meets growth. Inspired by the rugged spirit of Idaho and the quiet strength of a well-trained bonsai, the Bonsaid sticker brings a striking visual balance of nature, patience, and power. Designed to look like a carved monolith with golden emboss, this original artwork turns your gear into a quiet rebellion — serene, but not soft. Stick it on your board, laptop, water bottle, or journal — wherever balance and chaos coexist. Features 🌲 Original Artwork – Idaho state silhouette with deep-rooted bonsai in earthy tones ✨ Durable Vinyl – Scratch-resistant, weatherproof finish 💨 Bubble-Free Application – Easy peel & stick with high-opacity backing 📏 95µ Density – Feels premium, not flimsy 🌍 Eco-Friendly Print – Made to order, less waste Tip: Wipe down the surface before applying for best results. This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",Size,3″×3″,,,6937FCDDD76D7_10163,6.5,I5VT3PJ5Z5LSBRHCZUGZHVCT
Bubble-free stickers,,visible,Y,"Where grounding meets growth. Inspired by the rugged spirit of Idaho and the quiet strength of a well-trained bonsai, the Bonsaid sticker brings a striking visual balance of nature, patience, and power. Designed to look like a carved monolith with golden emboss, this original artwork turns your gear into a quiet rebellion — serene, but not soft. Stick it on your board, laptop, water bottle, or journal — wherever balance and chaos coexist. Features 🌲 Original Artwork – Idaho state silhouette with deep-rooted bonsai in earthy tones ✨ Durable Vinyl – Scratch-resistant, weatherproof finish 💨 Bubble-Free Application – Easy peel & stick with high-opacity backing 📏 95µ Density – Feels premium, not flimsy 🌍 Eco-Friendly Print – Made to order, less waste Tip: Wipe down the surface before applying for best results. This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",Size,3″×3″,,,68F6DF1003393_10163,5.0,QBU2EJFGVGK6ONAF7YXVK66T
Bubble-free stickers,,visible,Y,"Where grounding meets growth. Inspired by the rugged spirit of Idaho and the quiet strength of a well-trained bonsai, the Bonsaid sticker brings a striking visual balance of nature, patience, and power. Designed to look like a carved monolith with golden emboss, this original artwork turns your gear into a quiet rebellion — serene, but not soft. Stick it on your board, laptop, water bottle, or journal — wherever balance and chaos coexist. Features 🌲 Original Artwork – Idaho state silhouette with deep-rooted bonsai in earthy tones ✨ Durable Vinyl – Scratch-resistant, weatherproof finish 💨 Bubble-Free Application – Easy peel & stick with high-opacity backing 📏 95µ Density – Feels premium, not flimsy 🌍 Eco-Friendly Print – Made to order, less waste Tip: Wipe down the surface before applying for best results. This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",Size,5.5″×5.5″,,,69389266C0D50_10165,3.5,5GMQAX5FYUP5BZYDKJSSOSVM
Bubble-free stickers,,visible,Y,"Where grounding meets growth. Inspired by the rugged spirit of Idaho and the quiet strength of a well-trained bonsai, the Bonsaid sticker brings a striking visual balance of nature, patience, and power. Designed to look like a carved monolith with golden emboss, this original artwork turns your gear into a quiet rebellion — serene, but not soft. Stick it on your board, laptop, water bottle, or journal — wherever balance and chaos coexist. Features 🌲 Original Artwork – Idaho state silhouette with deep-rooted bonsai in earthy tones ✨ Durable Vinyl – Scratch-resistant, weatherproof finish 💨 Bubble-Free Application – Easy peel & stick with high-opacity backing 📏 95µ Density – Feels premium, not flimsy 🌍 Eco-Friendly Print – Made to order, less waste Tip: Wipe down the surface before applying for best results. This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",Size,5.5″×5.5″,,,6937FCDDD76D7_10165,6.5,3FLQHCRPLXV2NUDFPHXS6OCG
Bubble-free stickers,,visible,Y,"Where grounding meets growth. Inspired by the rugged spirit of Idaho and the quiet strength of a well-trained bonsai, the Bonsaid sticker brings a striking visual balance of nature, patience, and power. Designed to look like a carved monolith with golden emboss, this original artwork turns your gear into a quiet rebellion — serene, but not soft. Stick it on your board, laptop, water bottle, or journal — wherever balance and chaos coexist. Features 🌲 Original Artwork – Idaho state silhouette with deep-rooted bonsai in earthy tones ✨ Durable Vinyl – Scratch-resistant, weatherproof finish 💨 Bubble-Free Application – Easy peel & stick with high-opacity backing 📏 95µ Density – Feels premium, not flimsy 🌍 Eco-Friendly Print – Made to order, less waste Tip: Wipe down the surface before applying for best results. This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",Size,5.5″×5.5″,,,68F6DF1003393_10165,6.5,2TLGG2VQBKNLB6XABKODKBJV
CDA Pool League Circuit Long Sleeve Tee — Vintage Comic Print,Apparel,visible,Y,"A soft black long sleeve with a four-panel “CDA Pool League Circuit” comic poster—Moose Mug, Iron Horse, Lakers Pub, Backwoods—printed in warm vintage inks. Description League nights, framed like a retro comic cover. This long sleeve features the CDA Pool League Circuit in four panels—Moose Mug, Iron Horse, Lakers Pub, and Backwoods—with muted tones and grainy halftones for that classic poster feel. Longer sleeves add just-right warmth without jumping to a hoodie. Details Premium unisex long sleeve (ringspun cotton, smooth print surface) Front-center DTG graphic for rich color + fine linework Ribbed cuffs; tear-away label Color: Black (best contrast) — Bone/Ivory optional for a true vintage vibe Care Machine wash cold, inside out; mild detergent Tumble low or hang dry Do not iron directly on the print Fit Notes Unisex, modern fit (true to size) Size up for relaxed/oversized look or layering over a tee Tags: CDA, pool league, comic poster, Moose Mug, Iron Horse, Lakers Pub, Backwoods, retro, vintage ink This product is made especially for you as soon as you place an order, which is why it takes us a bit longer to deliver it to you. Making products on demand instead of in bulk helps reduce overproduction, so thank you for making thoughtful purchasing decisions!",Size,XS,,,691704300B159_10141,31.0,3WXJ7VY2S33FY3CJLBGWHFUA
